[2026-05-02T18:26:50.427Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:19.164Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:21.859Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:21.860Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:27.388Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:13:27.389Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:13:27.390Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:27.390Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:46.268Z] INFO: POST /api/orders | user: guest
[2026-05-04T02:13:46.635Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:13:46.636Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:13:48.599Z] INFO: GET /api/orders/6 | user: guest
[2026-05-04T02:13:58.242Z] INFO: DELETE /api/orders/6 | user: guest
[2026-05-04T02:13:58.398Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:13:58.402Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:14:01.990Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:14:02.165Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:15.747Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:15:16.004Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:16.005Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:15:16.006Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:17.509Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:17.794Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:23.965Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:24.229Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:29.411Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:29.412Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:35.434Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:15:35.752Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:19:59.758Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:20:00.010Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:20:00.068Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:17.481Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:17.485Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:20.543Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:20.824Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:20.825Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:53.724Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:54.004Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:25:54.021Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:25:54.125Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:57.535Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:25:57.790Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:38.835Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:26:38.836Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:39.313Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:26:39.314Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:52.864Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:53.084Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:53.085Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:26:53.085Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:26:53.086Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:28:43.572Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:28:43.573Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:28:44.021Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:28:44.023Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:30:11.163Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:30:11.164Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:34:59.569Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:34:59.922Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:07.767Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:07.920Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:35:07.923Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:35:08.083Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:33.988Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:34.056Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:46.728Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:35:46.729Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:35:46.730Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:35:46.730Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:36:11.751Z] INFO: POST /api/orders | user: guest
[2026-05-04T02:36:12.087Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:36:12.300Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:36:14.804Z] INFO: GET /api/orders/7 | user: guest
[2026-05-04T02:36:26.362Z] INFO: GET /api/orders/7 | user: guest
[2026-05-04T02:36:31.095Z] INFO: DELETE /api/orders/7 | user: guest
[2026-05-04T02:36:31.503Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:36:31.504Z] INFO: GET /api/orders | user: guest
[2026-05-04T02:36:33.518Z] INFO: GET /api/menu | user: guest
[2026-05-04T02:36:33.519Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:40:44.471Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:42:43.730Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:43:15.195Z] INFO: GET /api/menue | user: guest
[2026-05-04T03:43:29.641Z] INFO: GET /api/menue | user: guest
[2026-05-04T03:43:55.210Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:44:24.481Z] INFO: GET /api/menu/7 | user: guest
[2026-05-04T03:49:52.388Z] INFO: PUT /api/menu/7 | user: guest
[2026-05-04T03:50:11.345Z] INFO: PUT /api/menu/7 | user: guest
[2026-05-04T03:50:23.980Z] INFO: PUT /api/menu/7 | user: guest
[2026-05-04T03:50:30.372Z] INFO: GET /api/menu/7 | user: guest
[2026-05-04T03:52:45.449Z] INFO: POST /api/menu/ | user: guest
[2026-05-04T03:53:26.333Z] INFO: POST /api/menu/ | user: guest
[2026-05-04T03:54:30.145Z] INFO: POST /api/menu/ | user: guest
[2026-05-04T03:54:37.825Z] INFO: POST /api/menu/ | user: guest
[2026-05-04T03:55:22.139Z] INFO: GET /api/orders/1 | user: guest
[2026-05-04T03:55:52.237Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:57:43.433Z] INFO: POST /api/orders | user: guest
[2026-05-04T03:58:06.466Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:58:06.908Z] INFO: GET /api/menu | user: guest
[2026-05-04T03:58:06.909Z] INFO: GET /api/menu | user: guest
[2026-05-04T17:46:39.335Z] INFO: GET /api/menu | user: guest
[2026-05-04T17:46:39.788Z] INFO: GET /api/menu | user: guest
[2026-05-04T17:46:40.049Z] INFO: GET /api/menu | user: guest
[2026-05-04T17:48:08.492Z] INFO: POST /api/orders | user: guest
[2026-05-04T18:02:58.528Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:03:19.823Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:04:02.446Z] INFO: GET /api/menu/7 | user: guest
[2026-05-04T18:04:10.933Z] INFO: GET /api/menu/7 | user: guest
[2026-05-04T18:04:33.596Z] INFO: POST /api/orders | user: guest
[2026-05-04T18:05:04.067Z] INFO: GET /api/orders/10 | user: guest
[2026-05-04T18:05:48.208Z] INFO: POST /api/menu | user: guest
[2026-05-04T18:06:18.285Z] INFO: PUT /api/menu/23 | user: guest
[2026-05-04T18:06:28.957Z] INFO: GET /api/menu/23 | user: guest
[2026-05-04T18:06:53.498Z] INFO: DELETE /api/menu/23 | user: guest
[2026-05-04T18:07:01.972Z] INFO: GET /api/menu/23 | user: guest
[2026-05-04T18:07:26.160Z] INFO: DELETE /api/orders/10 | user: guest
[2026-05-04T18:07:57.411Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:07:57.762Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:07:57.865Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:08:13.990Z] INFO: POST /api/auth/register | user: guest
[2026-05-04T18:08:14.248Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:08:14.431Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:08:14.678Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:09:14.167Z] INFO: PUT /api/menu/8 | user: guest
[2026-05-04T18:09:14.521Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:10:14.541Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:10:14.545Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:11:21.267Z] INFO: POST /api/menu | user: guest
[2026-05-04T18:11:21.534Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:11:33.203Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:11:33.387Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:11:33.388Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:11:33.560Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:13:12.780Z] INFO: POST /api/orders | user: guest
[2026-05-04T18:13:13.248Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:13:13.249Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:13:29.060Z] INFO: DELETE /api/orders/8 | user: guest
[2026-05-04T18:13:29.446Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:13:29.447Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:13:33.783Z] INFO: DELETE /api/orders/9 | user: guest
[2026-05-04T18:13:34.115Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:13:34.116Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:13:39.253Z] INFO: GET /api/orders/11 | user: guest
[2026-05-04T18:13:58.460Z] INFO: PUT /api/orders/11 | user: guest
[2026-05-04T18:13:58.779Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:13:58.780Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:14:09.742Z] INFO: PUT /api/orders/11 | user: guest
[2026-05-04T18:14:10.074Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:14:10.075Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:14:15.273Z] INFO: PUT /api/orders/11 | user: guest
[2026-05-04T18:14:15.509Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:14:15.510Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:14:22.012Z] INFO: DELETE /api/orders/11 | user: guest
[2026-05-04T18:14:22.230Z] INFO: GET /api/orders | user: guest
[2026-05-04T18:14:22.436Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:14:25.848Z] INFO: GET /api/menu | user: guest
[2026-05-04T18:14:25.951Z] INFO: GET /api/menu | user: guest
[2026-05-04T19:14:36.986Z] INFO: GET / | user: guest
[2026-05-04T19:15:29.785Z] INFO: GET / | user: guest
[2026-05-04T19:15:29.861Z] INFO: GET /favicon.ico | user: guest
[2026-05-04T19:16:20.699Z] INFO: GET / | user: guest
[2026-05-04T19:58:31.268Z] INFO: GET /api/menu | user: guest
[2026-05-04T19:58:31.269Z] INFO: GET /api/menu | user: guest
